record_id,creation_date,theft_start_date,theft_start_hour,theft_end_date,theft_end_hour,lor_area_code,sub_district_name,sub_district_lat,sub_district_long,value_euro,theft_attempt,bike_type,theft_category,detection_reason
11581,28/08/2021,26/08/2021,6,27/08/2021,14,11401135,Lichtenberg Mitte,52.5321606,13.5118927,409,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11582,28/08/2021,27/08/2021,17,27/08/2021,20,1300834,Gesund­­brunnen,52.5509201,13.3848460,338,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11583,28/08/2021,28/08/2021,13,28/08/2021,14,3601243,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1211,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11584,28/08/2021,28/08/2021,13,28/08/2021,13,6400735,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11585,28/08/2021,26/08/2021,9,28/08/2021,12,6300526,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,1299,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11586,28/08/2021,26/08/2021,17,27/08/2021,7,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,653,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11587,28/08/2021,22/08/2021,18,23/08/2021,8,3200207,Nördliches Pankow,52.5979174,13.4353160,316,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11588,28/08/2021,27/08/2021,14,27/08/2021,14,3601140,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1,NO,RACING BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11589,28/08/2021,25/08/2021,19,28/08/2021,12,4500938,Wilmersdorf Zentrum,52.4871152,13.3203298,50,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11590,28/08/2021,28/08/2021,1,28/08/2021,11,2300419,Kreuzberg Ost,52.5049589,13.3905699,20,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11591,28/08/2021,26/08/2021,9,28/08/2021,17,4501148,Wilmersdorf Zentrum,52.4871152,13.3203298,1150,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11592,28/08/2021,25/08/2021,18,27/08/2021,17,7100101,Schöneberg Nord,52.4821570,13.3551901,376,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11593,28/08/2021,27/08/2021,18,27/08/2021,20,9501736,Treptow-Köpenick,52.4178930,13.6001848,450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11594,28/08/2021,27/08/2021,17,28/08/2021,10,12200308,Tegel,52.5873891,13.2790461,700,NO,MOUNTAIN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11595,28/08/2021,27/08/2021,23,28/08/2021,8,7100102,Schöneberg Nord,52.4821570,13.3551901,707,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11596,28/08/2021,27/08/2021,10,27/08/2021,15,2200211,Kreuzberg Süd,52.5049589,13.3905699,1544,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11597,28/08/2021,28/08/2021,7,28/08/2021,9,7400823,Tempelhof,52.4632921,13.3864477,734,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11598,28/08/2021,26/08/2021,18,27/08/2021,15,4300413,Charlottenburg Zentrum,52.5157470,13.3096834,250,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11599,28/08/2021,28/08/2021,11,28/08/2021,15,9100101,Treptow-Köpenick,52.4178930,13.6001848,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11600,28/08/2021,28/08/2021,13,28/08/2021,16,1100104,Zentrum,52.5301017,13.3425422,800,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11601,28/08/2021,28/08/2021,20,28/08/2021,21,1100310,Zentrum,52.5301017,13.3425422,600,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11602,28/08/2021,28/08/2021,20,28/08/2021,21,6100102,Steglitz,52.4572569,13.3222865,1600,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11603,28/08/2021,27/08/2021,14,27/08/2021,21,1300731,Gesund­­brunnen,52.5509201,13.3848460,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11604,28/08/2021,27/08/2021,14,28/08/2021,3,9501838,Treptow-Köpenick,52.4178930,13.6001848,341,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11605,28/08/2021,27/08/2021,18,27/08/2021,20,2500834,Friedrichshain Ost,52.5122154,13.4502904,100,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11606,28/08/2021,19/08/2021,8,19/08/2021,9,9100203,Treptow-Köpenick,52.4178930,13.6001848,4678,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11607,28/08/2021,27/08/2021,8,27/08/2021,21,4501043,Wilmersdorf Zentrum,52.4871152,13.3203298,454,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11608,28/08/2021,28/08/2021,15,28/08/2021,16,11300722,Lichtenberg Nord,52.5321606,13.5118927,700,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11609,28/08/2021,27/08/2021,19,27/08/2021,21,3100101,Buch,52.6366724,13.4999292,459,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11610,28/08/2021,27/08/2021,7,27/08/2021,16,9501736,Treptow-Köpenick,52.4178930,13.6001848,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11611,28/08/2021,06/08/2021,16,08/08/2021,11,8100311,Neukölln,52.4811497,13.4353501,420,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11612,28/08/2021,26/08/2021,16,28/08/2021,7,3400830,Südliches Pankow,52.5979174,13.4353160,1599,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11613,28/08/2021,27/08/2021,17,28/08/2021,10,12200308,Tegel,52.5873891,13.2790461,1,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11614,28/08/2021,27/08/2021,16,28/08/2021,13,7601544,Marienfelde / Lichtenrade,52.3934559,13.4020397,150,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11615,28/08/2021,28/08/2021,10,28/08/2021,14,3400723,Südliches Pankow,52.5979174,13.4353160,507,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11616,28/08/2021,27/08/2021,22,28/08/2021,19,9100101,Treptow-Köpenick,52.4178930,13.6001848,1799,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11617,28/08/2021,28/08/2021,18,28/08/2021,23,11200514,Hohenschönhausen Süd,52.5494183,13.5021930,300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11618,28/08/2021,13/08/2021,13,14/08/2021,22,8100209,Neukölln,52.4811497,13.4353501,185,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11619,28/08/2021,27/08/2021,19,28/08/2021,11,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,700,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11620,28/08/2021,26/08/2021,21,27/08/2021,9,2500833,Friedrichshain Ost,52.5122154,13.4502904,565,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11621,29/08/2021,28/08/2021,16,29/08/2021,0,9200613,Treptow-Köpenick,52.4178930,13.6001848,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11622,29/08/2021,23/08/2021,12,23/08/2021,17,2300419,Kreuzberg Ost,52.5049589,13.3905699,1149,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11623,29/08/2021,28/08/2021,22,29/08/2021,11,5300841,Haselhorst / Siemensstadt,52.5413233,13.2311560,616,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11624,29/08/2021,29/08/2021,8,29/08/2021,10,2500729,Friedrichshain Ost,52.5122154,13.4502904,1049,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11625,29/08/2021,06/08/2021,20,06/08/2021,23,4300517,Charlottenburg Zentrum,52.5157470,13.3096834,399,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11626,29/08/2021,18/08/2021,7,18/08/2021,15,7100204,Schöneberg Nord,52.4821570,13.3551901,599,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11627,29/08/2021,28/08/2021,11,29/08/2021,17,2500834,Friedrichshain Ost,52.5122154,13.4502904,299,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11628,29/08/2021,28/08/2021,16,28/08/2021,23,9200715,Treptow-Köpenick,52.4178930,13.6001848,400,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11629,29/08/2021,28/08/2021,15,28/08/2021,21,7100103,Schöneberg Nord,52.4821570,13.3551901,680,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11630,29/08/2021,28/08/2021,14,29/08/2021,10,1100313,Zentrum,52.5301017,13.3425422,120,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11631,29/08/2021,28/08/2021,19,28/08/2021,20,2200207,Kreuzberg Süd,52.5049589,13.3905699,2400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11632,29/08/2021,28/08/2021,18,29/08/2021,2,12500927,Wittenau/Borsigwalde,52.5912366,13.3233195,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11633,29/08/2021,28/08/2021,3,28/08/2021,7,7100102,Schöneberg Nord,52.4821570,13.3551901,1414,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11634,29/08/2021,27/08/2021,10,27/08/2021,12,12400722,Grüner Norden,52.6333330,13.3000000,1153,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11635,29/08/2021,27/08/2021,16,29/08/2021,20,6200422,Lankwitz,52.4336977,13.3454858,660,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11636,29/08/2021,26/08/2021,18,27/08/2021,7,3400830,Südliches Pankow,52.5979174,13.4353160,325,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11637,29/08/2021,29/08/2021,16,29/08/2021,18,3601142,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,2100,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11638,29/08/2021,27/08/2021,12,28/08/2021,18,5100316,Spandau Mitte / Nord,52.5357880,13.1977924,350,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11639,29/08/2021,28/08/2021,21,29/08/2021,9,3500932,Südliches Weißensee,52.5546193,13.4630018,1150,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11640,29/08/2021,28/08/2021,20,29/08/2021,12,9502043,Treptow-Köpenick,52.4178930,13.6001848,498,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11641,29/08/2021,27/08/2021,18,28/08/2021,1,6400842,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11642,29/08/2021,29/08/2021,13,29/08/2021,14,1100207,Zentrum,52.5301017,13.3425422,1200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11643,29/08/2021,26/08/2021,16,28/08/2021,8,12200309,Tegel,52.5873891,13.2790461,350,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11644,29/08/2021,27/08/2021,18,28/08/2021,8,10400939,Kaulsdorf/Mahlsdorf,52.5086995,13.6131624,50,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11645,29/08/2021,27/08/2021,14,28/08/2021,7,1100101,Zentrum,52.5301017,13.3425422,276,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11646,29/08/2021,28/08/2021,0,29/08/2021,10,11401032,Lichtenberg Mitte,52.5321606,13.5118927,250,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11647,29/08/2021,28/08/2021,19,28/08/2021,22,8100313,Neukölln,52.4811497,13.4353501,1120,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11648,29/08/2021,29/08/2021,7,29/08/2021,15,6100102,Steglitz,52.4572569,13.3222865,948,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11649,29/08/2021,26/08/2021,14,27/08/2021,14,8100417,Neukölln,52.4811497,13.4353501,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11650,29/08/2021,27/08/2021,16,28/08/2021,9,2400521,Friedrichshain West,52.5122154,13.4502904,2780,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11651,29/08/2021,26/08/2021,12,29/08/2021,9,3400721,Südliches Pankow,52.5979174,13.4353160,3000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11652,29/08/2021,27/08/2021,9,27/08/2021,17,2400521,Friedrichshain West,52.5122154,13.4502904,819,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11653,29/08/2021,23/08/2021,7,23/08/2021,17,6200420,Lankwitz,52.4336977,13.3454858,649,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11654,29/08/2021,26/08/2021,21,27/08/2021,18,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,820,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11655,29/08/2021,27/08/2021,20,28/08/2021,1,10400938,Kaulsdorf/Mahlsdorf,52.5086995,13.6131624,150,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11656,29/08/2021,28/08/2021,16,29/08/2021,14,5100317,Spandau Mitte / Nord,52.5357880,13.1977924,2099,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11657,29/08/2021,28/08/2021,20,28/08/2021,20,9100304,Treptow-Köpenick,52.4178930,13.6001848,549,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11658,30/08/2021,26/08/2021,23,27/08/2021,10,6300528,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,214,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11659,30/08/2021,27/08/2021,16,30/08/2021,8,9100101,Treptow-Köpenick,52.4178930,13.6001848,100,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11660,30/08/2021,30/08/2021,10,30/08/2021,11,7400721,Tempelhof,52.4632921,13.3864477,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11661,30/08/2021,27/08/2021,10,29/08/2021,20,7400824,Tempelhof,52.4632921,13.3864477,691,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT FROM BASEMENT/FLOOR OF BIKES
11662,30/08/2021,30/08/2021,8,30/08/2021,16,9200715,Treptow-Köpenick,52.4178930,13.6001848,604,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11663,30/08/2021,29/08/2021,16,30/08/2021,13,1401046,Wedding,52.5501230,13.3419700,200,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11664,30/08/2021,30/08/2021,7,30/08/2021,15,11501341,Lichtenberg Süd,52.5321606,13.5118927,465,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11665,30/08/2021,25/08/2021,17,27/08/2021,20,7100101,Schöneberg Nord,52.4821570,13.3551901,1148,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11666,30/08/2021,27/08/2021,17,28/08/2021,9,1300732,Gesund­­brunnen,52.5509201,13.3848460,718,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11667,30/08/2021,28/08/2021,10,30/08/2021,3,12200308,Tegel,52.5873891,13.2790461,600,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11668,30/08/2021,28/08/2021,9,29/08/2021,9,5200629,Wilhelmstadt / Staaken,52.5139207,13.1914518,2450,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11669,30/08/2021,21/08/2021,12,24/08/2021,11,4300518,Charlottenburg Zentrum,52.5157470,13.3096834,1466,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11670,30/08/2021,19/08/2021,19,20/08/2021,17,11300620,Lichtenberg Nord,52.5321606,13.5118927,201,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11671,30/08/2021,16/08/2021,7,16/08/2021,15,1100415,Zentrum,52.5301017,13.3425422,750,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11672,30/08/2021,23/08/2021,19,26/08/2021,14,9501736,Treptow-Köpenick,52.4178930,13.6001848,451,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11673,30/08/2021,29/08/2021,20,30/08/2021,7,8100314,Neukölln,52.4811497,13.4353501,319,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11674,30/08/2021,28/08/2021,16,29/08/2021,15,9401431,Treptow-Köpenick,52.4178930,13.6001848,376,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11675,30/08/2021,29/08/2021,20,30/08/2021,7,1100310,Zentrum,52.5301017,13.3425422,45,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11676,30/08/2021,28/08/2021,18,28/08/2021,19,1300733,Gesund­­brunnen,52.5509201,13.3848460,369,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11677,30/08/2021,28/08/2021,18,30/08/2021,9,6100210,Steglitz,52.4572569,13.3222865,729,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11678,30/08/2021,27/08/2021,18,30/08/2021,8,2200211,Kreuzberg Süd,52.5049589,13.3905699,350,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11679,30/08/2021,20/08/2021,19,20/08/2021,19,3701660,Südlicher Prenzlauer Berg,52.5398466,13.4285652,450,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11680,30/08/2021,30/08/2021,10,30/08/2021,17,9200613,Treptow-Köpenick,52.4178930,13.6001848,620,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11681,30/08/2021,30/08/2021,8,30/08/2021,19,6100205,Steglitz,52.4572569,13.3222865,538,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11682,30/08/2021,30/08/2021,17,30/08/2021,20,1400942,Wedding,52.5501230,13.3419700,1099,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11683,30/08/2021,26/08/2021,19,29/08/2021,10,7400928,Tempelhof,52.4632921,13.3864477,422,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11684,30/08/2021,29/08/2021,15,29/08/2021,17,9501939,Treptow-Köpenick,52.4178930,13.6001848,750,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11685,30/08/2021,30/08/2021,9,30/08/2021,11,1200522,Moabit,52.5216560,13.4141550,1099,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11686,30/08/2021,28/08/2021,10,30/08/2021,9,1200522,Moabit,52.5216560,13.4141550,893,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11687,30/08/2021,25/08/2021,11,25/08/2021,11,9200512,Treptow-Köpenick,52.4178930,13.6001848,500,NO,BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11688,30/08/2021,29/08/2021,20,30/08/2021,6,6200419,Lankwitz,52.4336977,13.3454858,1600,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11689,30/08/2021,16/08/2021,18,16/08/2021,22,2500834,Friedrichshain Ost,52.5122154,13.4502904,440,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11690,30/08/2021,24/08/2021,20,25/08/2021,8,7300517,Friedenau,52.4720750,13.3296424,299,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11691,30/08/2021,27/08/2021,13,27/08/2021,17,4200206,Charlottenburg West,52.5157470,13.3096834,649,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11692,30/08/2021,30/08/2021,15,30/08/2021,15,2100102,Kreuzberg Nord,52.5049589,13.3905699,300,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11693,30/08/2021,28/08/2021,21,28/08/2021,22,9200818,Treptow-Köpenick,52.4178930,13.6001848,188,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11694,30/08/2021,29/08/2021,2,30/08/2021,8,11400928,Lichtenberg Mitte,52.5321606,13.5118927,2500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11695,30/08/2021,29/08/2021,17,29/08/2021,19,2500832,Friedrichshain Ost,52.5122154,13.4502904,4989,NO,CARGO BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11696,30/08/2021,29/08/2021,10,30/08/2021,10,3601347,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,200,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11697,30/08/2021,16/08/2021,19,16/08/2021,19,9100101,Treptow-Köpenick,52.4178930,13.6001848,35,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11698,30/08/2021,24/08/2021,18,26/08/2021,9,3601347,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,380,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11699,30/08/2021,30/08/2021,9,30/08/2021,14,11401034,Lichtenberg Mitte,52.5321606,13.5118927,310,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11700,30/08/2021,27/08/2021,14,27/08/2021,14,3200309,Nördliches Pankow,52.5979174,13.4353160,150,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11701,30/08/2021,30/08/2021,17,30/08/2021,18,2300315,Kreuzberg Ost,52.5049589,13.3905699,2550,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11702,30/08/2021,27/08/2021,12,29/08/2021,18,3701660,Südlicher Prenzlauer Berg,52.5398466,13.4285652,550,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11703,30/08/2021,28/08/2021,18,30/08/2021,7,7200308,Schöneberg Süd,52.4821570,13.3551901,330,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11704,30/08/2021,28/08/2021,20,29/08/2021,9,2200209,Kreuzberg Süd,52.5049589,13.3905699,800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11705,30/08/2021,26/08/2021,19,29/08/2021,10,7400928,Tempelhof,52.4632921,13.3864477,900,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11706,30/08/2021,21/08/2021,16,23/08/2021,8,4300624,Charlottenburg Zentrum,52.5157470,13.3096834,450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11707,30/08/2021,29/08/2021,11,29/08/2021,21,7200412,Schöneberg Süd,52.4821570,13.3551901,993,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11708,30/08/2021,18/08/2021,12,18/08/2021,14,1100102,Zentrum,52.5301017,13.3425422,391,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11709,30/08/2021,27/08/2021,14,28/08/2021,10,3701555,Südlicher Prenzlauer Berg,52.5398466,13.4285652,549,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11710,30/08/2021,25/08/2021,16,25/08/2021,23,11501341,Lichtenberg Süd,52.5321606,13.5118927,499,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11711,30/08/2021,29/08/2021,16,30/08/2021,7,9200715,Treptow-Köpenick,52.4178930,13.6001848,448,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11712,30/08/2021,26/08/2021,20,27/08/2021,7,11200514,Hohenschönhausen Süd,52.5494183,13.5021930,1000,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11713,30/08/2021,26/08/2021,23,27/08/2021,16,5200629,Wilhelmstadt / Staaken,52.5139207,13.1914518,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11714,30/08/2021,26/08/2021,13,26/08/2021,20,11300725,Lichtenberg Nord,52.5321606,13.5118927,388,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11715,30/08/2021,30/08/2021,8,30/08/2021,13,5100316,Spandau Mitte / Nord,52.5357880,13.1977924,252,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11716,30/08/2021,27/08/2021,16,30/08/2021,8,9100101,Treptow-Köpenick,52.4178930,13.6001848,400,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11717,30/08/2021,29/08/2021,11,29/08/2021,22,3100103,Buch,52.6366724,13.4999292,818,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11718,30/08/2021,29/08/2021,16,30/08/2021,7,10200418,Hellersdorf,52.5386124,13.6044407,399,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11719,30/08/2021,29/08/2021,23,30/08/2021,15,2500728,Friedrichshain Ost,52.5122154,13.4502904,1080,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11720,30/08/2021,30/08/2021,15,30/08/2021,15,3601243,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,380,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11721,30/08/2021,23/08/2021,14,23/08/2021,17,9200717,Treptow-Köpenick,52.4178930,13.6001848,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11722,30/08/2021,24/08/2021,12,25/08/2021,19,1200520,Moabit,52.5216560,13.4141550,350,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
