record_id,creation_date,theft_start_date,theft_start_hour,theft_end_date,theft_end_hour,lor_area_code,sub_district_name,sub_district_lat,sub_district_long,value_euro,theft_attempt,bike_type,theft_category,detection_reason
11723,30/08/2021,30/08/2021,14,30/08/2021,18,2100104,Kreuzberg Nord,52.5049589,13.3905699,764,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11724,30/08/2021,30/08/2021,8,30/08/2021,8,7501030,Mariendorf,52.4400800,13.3900277,999,NO,BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11725,30/08/2021,29/08/2021,18,29/08/2021,21,2500833,Friedrichshain Ost,52.5122154,13.4502904,1045,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11726,30/08/2021,28/08/2021,22,28/08/2021,22,9100101,Treptow-Köpenick,52.4178930,13.6001848,800,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11727,30/08/2021,29/08/2021,19,30/08/2021,11,7100101,Schöneberg Nord,52.4821570,13.3551901,800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11728,30/08/2021,28/08/2021,22,29/08/2021,7,3601450,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,150,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11729,30/08/2021,29/08/2021,14,29/08/2021,19,8100310,Neukölln,52.4811497,13.4353501,430,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11730,30/08/2021,30/08/2021,7,30/08/2021,14,7200409,Schöneberg Süd,52.4821570,13.3551901,300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11731,30/08/2021,21/08/2021,18,22/08/2021,16,3601450,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11732,30/08/2021,30/08/2021,9,30/08/2021,19,3601140,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11733,30/08/2021,30/08/2021,18,30/08/2021,20,8100102,Neukölln,52.4811497,13.4353501,1900,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11734,30/08/2021,28/08/2021,17,28/08/2021,23,1100310,Zentrum,52.5301017,13.3425422,999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11735,30/08/2021,30/08/2021,7,30/08/2021,14,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,596,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11736,30/08/2021,28/08/2021,0,30/08/2021,17,2500834,Friedrichshain Ost,52.5122154,13.4502904,600,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11737,30/08/2021,27/08/2021,16,28/08/2021,10,5100312,Spandau Mitte / Nord,52.5357880,13.1977924,745,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11738,30/08/2021,26/08/2021,10,27/08/2021,5,8100208,Neukölln,52.4811497,13.4353501,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11739,30/08/2021,30/08/2021,13,30/08/2021,18,5100316,Spandau Mitte / Nord,52.5357880,13.1977924,400,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11740,30/08/2021,28/08/2021,21,30/08/2021,18,6400840,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,440,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11741,30/08/2021,29/08/2021,17,30/08/2021,15,11501340,Lichtenberg Süd,52.5321606,13.5118927,850,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11742,30/08/2021,14/08/2021,14,14/08/2021,19,3400619,Südliches Pankow,52.5979174,13.4353160,490,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11743,30/08/2021,30/08/2021,7,30/08/2021,8,5200525,Wilhelmstadt / Staaken,52.5139207,13.1914518,299,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11744,30/08/2021,28/08/2021,17,28/08/2021,21,10400939,Kaulsdorf/Mahlsdorf,52.5086995,13.6131624,100,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11745,30/08/2021,28/08/2021,12,30/08/2021,11,2500832,Friedrichshain Ost,52.5122154,13.4502904,1148,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11746,30/08/2021,29/08/2021,23,30/08/2021,12,2300419,Kreuzberg Ost,52.5049589,13.3905699,5350,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11747,30/08/2021,24/08/2021,22,25/08/2021,7,8100314,Neukölln,52.4811497,13.4353501,550,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11748,31/08/2021,30/08/2021,18,31/08/2021,7,6300632,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,570,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11749,31/08/2021,24/08/2021,20,25/08/2021,9,3601347,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,2650,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11750,31/08/2021,30/08/2021,18,31/08/2021,9,1300733,Gesund­­brunnen,52.5509201,13.3848460,1100,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11751,31/08/2021,27/08/2021,9,27/08/2021,16,4300620,Charlottenburg Zentrum,52.5157470,13.3096834,677,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11752,31/08/2021,30/08/2021,19,30/08/2021,22,2300314,Kreuzberg Ost,52.5049589,13.3905699,1250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11753,31/08/2021,31/08/2021,9,31/08/2021,10,6100102,Steglitz,52.4572569,13.3222865,839,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11754,31/08/2021,27/08/2021,9,27/08/2021,21,3300412,Nördliches Weißensee,52.5546193,13.4630018,300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11755,31/08/2021,28/08/2021,12,29/08/2021,10,3701555,Südlicher Prenzlauer Berg,52.5398466,13.4285652,2667,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11756,31/08/2021,30/08/2021,18,31/08/2021,6,11401137,Lichtenberg Mitte,52.5321606,13.5118927,289,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11757,31/08/2021,30/08/2021,13,30/08/2021,14,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,780,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11758,31/08/2021,31/08/2021,8,31/08/2021,17,1100308,Zentrum,52.5301017,13.3425422,750,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11759,31/08/2021,31/08/2021,17,31/08/2021,17,1100309,Zentrum,52.5301017,13.3425422,1000,NO,RACING BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11760,31/08/2021,31/08/2021,17,31/08/2021,18,3601142,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1111,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11761,31/08/2021,27/08/2021,16,27/08/2021,20,9301025,Treptow-Köpenick,52.4178930,13.6001848,250,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11762,31/08/2021,29/08/2021,0,29/08/2021,1,3200310,Nördliches Pankow,52.5979174,13.4353160,633,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11763,31/08/2021,28/08/2021,6,30/08/2021,13,1200626,Moabit,52.5216560,13.4141550,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11764,31/08/2021,29/08/2021,15,31/08/2021,9,4501148,Wilmersdorf Zentrum,52.4871152,13.3203298,2384,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11765,31/08/2021,31/08/2021,8,31/08/2021,12,12400722,Grüner Norden,52.6333330,13.3000000,600,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11766,31/08/2021,28/08/2021,20,29/08/2021,1,4501153,Wilmersdorf Zentrum,52.4871152,13.3203298,480,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11767,31/08/2021,29/08/2021,1,29/08/2021,7,10200421,Hellersdorf,52.5386124,13.6044407,1800,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11768,31/08/2021,30/08/2021,8,30/08/2021,14,11401033,Lichtenberg Mitte,52.5321606,13.5118927,499,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11769,31/08/2021,31/08/2021,10,31/08/2021,10,9200613,Treptow-Köpenick,52.4178930,13.6001848,581,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11770,31/08/2021,30/08/2021,16,30/08/2021,17,3501037,Südliches Weißensee,52.5546193,13.4630018,230,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11771,31/08/2021,31/08/2021,1,31/08/2021,11,9501941,Treptow-Köpenick,52.4178930,13.6001848,629,NO,MOUNTAIN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11772,31/08/2021,30/08/2021,23,31/08/2021,9,1300732,Gesund­­brunnen,52.5509201,13.3848460,5900,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11773,31/08/2021,31/08/2021,6,31/08/2021,9,1100312,Zentrum,52.5301017,13.3425422,1599,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11774,31/08/2021,31/08/2021,10,31/08/2021,11,1100309,Zentrum,52.5301017,13.3425422,1227,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11775,31/08/2021,31/08/2021,7,31/08/2021,17,4300623,Charlottenburg Zentrum,52.5157470,13.3096834,533,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11776,31/08/2021,31/08/2021,8,31/08/2021,12,12400722,Grüner Norden,52.6333330,13.3000000,599,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11777,31/08/2021,30/08/2021,20,31/08/2021,17,2500836,Friedrichshain Ost,52.5122154,13.4502904,500,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11778,31/08/2021,27/08/2021,18,30/08/2021,17,9200510,Treptow-Köpenick,52.4178930,13.6001848,654,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11779,31/08/2021,16/08/2021,18,18/08/2021,20,1200625,Moabit,52.5216560,13.4141550,487,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11780,31/08/2021,30/08/2021,8,30/08/2021,15,11400931,Lichtenberg Mitte,52.5321606,13.5118927,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11781,31/08/2021,30/08/2021,10,30/08/2021,15,3601245,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,9000,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11782,31/08/2021,30/08/2021,15,30/08/2021,16,9200510,Treptow-Köpenick,52.4178930,13.6001848,1844,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11783,31/08/2021,31/08/2021,15,31/08/2021,18,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,399,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11784,31/08/2021,31/08/2021,6,31/08/2021,17,9501737,Treptow-Köpenick,52.4178930,13.6001848,539,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11785,31/08/2021,31/08/2021,21,31/08/2021,22,4200310,Charlottenburg West,52.5157470,13.3096834,261,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11786,31/08/2021,30/08/2021,8,30/08/2021,15,9200613,Treptow-Köpenick,52.4178930,13.6001848,935,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11787,31/08/2021,30/08/2021,8,30/08/2021,15,2200208,Kreuzberg Süd,52.5049589,13.3905699,1100,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11788,31/08/2021,29/08/2021,13,30/08/2021,18,11300620,Lichtenberg Nord,52.5321606,13.5118927,699,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11789,31/08/2021,30/08/2021,21,30/08/2021,21,8100418,Neukölln,52.4811497,13.4353501,120,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11790,31/08/2021,31/08/2021,12,31/08/2021,13,11401137,Lichtenberg Mitte,52.5321606,13.5118927,460,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11791,31/08/2021,30/08/2021,15,30/08/2021,18,4501147,Wilmersdorf Zentrum,52.4871152,13.3203298,999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11792,31/08/2021,31/08/2021,6,31/08/2021,17,12500927,Wittenau/Borsigwalde,52.5912366,13.3233195,540,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11793,31/08/2021,31/08/2021,9,31/08/2021,9,2500830,Friedrichshain Ost,52.5122154,13.4502904,610,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11794,31/08/2021,27/08/2021,15,30/08/2021,7,9401330,Treptow-Köpenick,52.4178930,13.6001848,400,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11795,31/08/2021,31/08/2021,8,31/08/2021,15,3100103,Buch,52.6366724,13.4999292,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11796,31/08/2021,30/08/2021,19,30/08/2021,22,9200613,Treptow-Köpenick,52.4178930,13.6001848,350,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11797,31/08/2021,31/08/2021,13,31/08/2021,13,12100205,Reinickendorf Ost,52.5658318,13.3596422,315,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11798,31/08/2021,31/08/2021,6,31/08/2021,6,11501341,Lichtenberg Süd,52.5321606,13.5118927,420,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11799,31/08/2021,13/08/2021,6,13/08/2021,7,2200207,Kreuzberg Süd,52.5049589,13.3905699,500,NO,RACING BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11800,31/08/2021,27/08/2021,17,28/08/2021,10,6200423,Lankwitz,52.4336977,13.3454858,294,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11801,31/08/2021,29/08/2021,19,29/08/2021,21,1100309,Zentrum,52.5301017,13.3425422,733,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11802,31/08/2021,30/08/2021,15,30/08/2021,17,8301037,Gropiusstadt,52.4249493,13.4661830,648,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11803,31/08/2021,27/08/2021,18,30/08/2021,9,2300419,Kreuzberg Ost,52.5049589,13.3905699,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11804,31/08/2021,31/08/2021,7,31/08/2021,16,3300514,Nördliches Weißensee,52.5546193,13.4630018,150,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11805,31/08/2021,25/08/2021,19,27/08/2021,11,3701658,Südlicher Prenzlauer Berg,52.5398466,13.4285652,952,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11806,31/08/2021,31/08/2021,12,31/08/2021,17,2400521,Friedrichshain West,52.5122154,13.4502904,999,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11807,31/08/2021,31/08/2021,7,31/08/2021,16,7400822,Tempelhof,52.4632921,13.3864477,550,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11808,31/08/2021,29/08/2021,11,29/08/2021,22,11300620,Lichtenberg Nord,52.5321606,13.5118927,2099,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11809,01/09/2021,31/08/2021,19,01/09/2021,8,7200411,Schöneberg Süd,52.4821570,13.3551901,250,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11810,01/09/2021,31/08/2021,21,31/08/2021,23,1200522,Moabit,52.5216560,13.4141550,534,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11811,01/09/2021,29/08/2021,22,29/08/2021,22,5200634,Wilhelmstadt / Staaken,52.5139207,13.1914518,0,YES,BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
11812,01/09/2021,29/08/2021,14,30/08/2021,0,9200818,Treptow-Köpenick,52.4178930,13.6001848,278,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11813,01/09/2021,27/08/2021,8,27/08/2021,21,4501045,Wilmersdorf Zentrum,52.4871152,13.3203298,333,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11814,01/09/2021,31/08/2021,20,01/09/2021,12,4300619,Charlottenburg Zentrum,52.5157470,13.3096834,658,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11815,01/09/2021,01/09/2021,8,01/09/2021,15,5400943,Gatow / Kladow,52.4602925,13.1400517,524,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11816,01/09/2021,31/08/2021,20,01/09/2021,8,10100312,Marzahn,52.5447922,13.5646048,675,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11817,01/09/2021,31/08/2021,7,01/09/2021,7,7501133,Mariendorf,52.4400800,13.3900277,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11818,01/09/2021,01/09/2021,19,01/09/2021,19,1401043,Wedding,52.5501230,13.3419700,1200,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11819,01/09/2021,01/09/2021,8,01/09/2021,12,3400829,Südliches Pankow,52.5979174,13.4353160,2200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11820,01/09/2021,31/08/2021,14,01/09/2021,14,9200613,Treptow-Köpenick,52.4178930,13.6001848,1199,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11821,01/09/2021,25/08/2021,17,26/08/2021,11,3400721,Südliches Pankow,52.5979174,13.4353160,239,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11822,01/09/2021,01/09/2021,9,01/09/2021,17,1100206,Zentrum,52.5301017,13.3425422,670,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11823,01/09/2021,30/08/2021,17,01/09/2021,7,11200513,Hohenschönhausen Süd,52.5494183,13.5021930,2799,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11824,01/09/2021,01/09/2021,9,01/09/2021,19,1100310,Zentrum,52.5301017,13.3425422,500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11825,01/09/2021,31/08/2021,20,01/09/2021,8,2400521,Friedrichshain West,52.5122154,13.4502904,125,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11826,01/09/2021,31/08/2021,6,31/08/2021,18,5100316,Spandau Mitte / Nord,52.5357880,13.1977924,899,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11827,01/09/2021,28/08/2021,20,31/08/2021,20,2300314,Kreuzberg Ost,52.5049589,13.3905699,320,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11828,01/09/2021,01/09/2021,7,01/09/2021,15,12500929,Wittenau/Borsigwalde,52.5912366,13.3233195,498,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11829,01/09/2021,01/09/2021,7,01/09/2021,15,3400827,Südliches Pankow,52.5979174,13.4353160,328,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11830,01/09/2021,01/09/2021,8,01/09/2021,18,7300517,Friedenau,52.4720750,13.3296424,350,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11831,01/09/2021,01/09/2021,18,01/09/2021,21,9200715,Treptow-Köpenick,52.4178930,13.6001848,430,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11832,01/09/2021,29/08/2021,17,29/08/2021,17,5300841,Haselhorst / Siemensstadt,52.5413233,13.2311560,1250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11833,01/09/2021,01/09/2021,8,01/09/2021,9,1100309,Zentrum,52.5301017,13.3425422,405,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11834,01/09/2021,30/08/2021,23,31/08/2021,15,2500836,Friedrichshain Ost,52.5122154,13.4502904,400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11835,01/09/2021,29/08/2021,13,29/08/2021,16,3400830,Südliches Pankow,52.5979174,13.4353160,380,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11836,01/09/2021,01/09/2021,11,01/09/2021,12,1100206,Zentrum,52.5301017,13.3425422,2863,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11837,01/09/2021,30/08/2021,18,31/08/2021,8,11400927,Lichtenberg Mitte,52.5321606,13.5118927,800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11838,01/09/2021,31/08/2021,20,01/09/2021,8,4300619,Charlottenburg Zentrum,52.5157470,13.3096834,650,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11839,01/09/2021,01/09/2021,13,01/09/2021,14,12601133,Märkisches Viertel,52.6000000,13.3583330,650,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11840,01/09/2021,31/08/2021,21,01/09/2021,11,11100204,Hohenschönhausen Nord,52.5494183,13.5021930,299,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11841,01/09/2021,31/08/2021,9,31/08/2021,14,6400737,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,965,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11842,01/09/2021,30/08/2021,17,31/08/2021,11,4300619,Charlottenburg Zentrum,52.5157470,13.3096834,660,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11843,01/09/2021,26/08/2021,20,27/08/2021,16,6400840,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,599,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11844,01/09/2021,31/08/2021,12,01/09/2021,11,3601347,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1719,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11845,01/09/2021,31/08/2021,16,31/08/2021,17,2400623,Friedrichshain West,52.5122154,13.4502904,3900,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11846,01/09/2021,30/08/2021,18,31/08/2021,10,3400828,Südliches Pankow,52.5979174,13.4353160,549,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
11847,01/09/2021,01/09/2021,15,01/09/2021,15,1100207,Zentrum,52.5301017,13.3425422,1,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11848,01/09/2021,01/09/2021,12,01/09/2021,16,6100103,Steglitz,52.4572569,13.3222865,3200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11849,01/09/2021,01/09/2021,10,01/09/2021,17,11200513,Hohenschönhausen Süd,52.5494183,13.5021930,1104,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11850,01/09/2021,27/08/2021,20,28/08/2021,12,3501038,Südliches Weißensee,52.5546193,13.4630018,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11851,01/09/2021,01/09/2021,21,01/09/2021,21,4501044,Wilmersdorf Zentrum,52.4871152,13.3203298,500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11852,01/09/2021,31/08/2021,15,01/09/2021,7,9200511,Treptow-Köpenick,52.4178930,13.6001848,664,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11853,01/09/2021,24/08/2021,20,25/08/2021,7,10300733,Biesdorf,52.5109922,13.5550131,774,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11854,01/09/2021,25/08/2021,14,25/08/2021,19,3701556,Südlicher Prenzlauer Berg,52.5398466,13.4285652,549,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11855,01/09/2021,01/09/2021,9,01/09/2021,11,2300419,Kreuzberg Ost,52.5049589,13.3905699,300,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11856,01/09/2021,01/03/2021,12,01/03/2021,12,5200422,Wilhelmstadt / Staaken,52.5139207,13.1914518,40,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11857,01/09/2021,31/08/2021,16,01/09/2021,13,11200410,Hohenschönhausen Süd,52.5494183,13.5021930,3542,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11858,01/09/2021,30/08/2021,21,31/08/2021,19,2500726,Friedrichshain Ost,52.5122154,13.4502904,756,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11859,01/09/2021,01/09/2021,14,01/09/2021,14,7100103,Schöneberg Nord,52.4821570,13.3551901,500,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11860,01/09/2021,31/08/2021,20,01/09/2021,18,4300619,Charlottenburg Zentrum,52.5157470,13.3096834,671,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11861,01/09/2021,01/09/2021,0,01/09/2021,3,12200307,Tegel,52.5873891,13.2790461,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11862,01/09/2021,31/08/2021,18,01/09/2021,10,1400942,Wedding,52.5501230,13.3419700,1099,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11863,01/09/2021,31/08/2021,10,31/08/2021,21,6300630,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,2400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
11864,01/09/2021,31/08/2021,17,01/09/2021,12,8100311,Neukölln,52.4811497,13.4353501,2488,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
